national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,held_item_common_id,held_item_rare_id,gender_token,gender_threshold,hatch_cycles,friendship_base,friendship_source_token,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,tmhm_flag_count,tmhm_bits_hex,source_path
180,flaaffy,FLAAFFY,2,70,55,55,45,80,60,ELECTRIC,ELECTRIC,12,12,120,117,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_GROUND,1,5,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|STRENGTH|FLASH|THUNDERBOLT,60,e7125b85c6996004,pokecrystal/data/pokemon/base_stats/flaaffy.asm
181,ampharos,AMPHAROS,2,90,75,75,55,115,90,ELECTRIC,ELECTRIC,12,12,45,194,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_MONSTER,EGG_GROUND,1,5,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|STRENGTH|FLASH|THUNDERBOLT,60,e7525b85c6996004,pokecrystal/data/pokemon/base_stats/ampharos.asm
182,bellossom,BELLOSSOM,2,75,80,85,50,90,100,GRASS,GRASS,11,11,45,184,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_PLANT,EGG_PLANT,7,7,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|CUT|FLASH,60,245e3d8406184400,pokecrystal/data/pokemon/base_stats/bellossom.asm
183,marill,MARILL,2,70,20,50,40,20,50,WATER,WATER,10,10,190,58,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_WATER_1,EGG_FAIRY,2,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,2fb25bc4c7189009,pokecrystal/data/pokemon/base_stats/marill.asm
184,azumarill,AZUMARILL,2,100,50,80,50,50,80,WATER,WATER,10,10,75,153,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_WATER_1,EGG_FAIRY,2,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|REST|ATTRACT|SURF|STRENGTH|WHIRLPOOL|WATERFALL|ICE_BEAM,60,aff25bc4c718b009,pokecrystal/data/pokemon/base_stats/azumarill.asm
185,sudowoodo,SUDOWOODO,2,70,100,115,30,30,65,ROCK,ROCK,5,5,65,135,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH,60,af1719ce97b92000,pokecrystal/data/pokemon/base_stats/sudowoodo.asm
186,politoed,POLITOED,2,90,75,75,70,90,100,WATER,WATER,10,10,45,185,NO_ITEM,KINGS_ROCK,0,82,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_WATER_1,EGG_WATER_1,2,2,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DEFENSE_CURL|DETECT|REST|ATTRACT|THIEF|SURF|STRENGTH|WHIRLPOOL|WATERFALL|ICE_BEAM,60,a7f21bd6873cb009,pokecrystal/data/pokemon/base_stats/politoed.asm
187,hoppip,HOPPIP,2,35,35,40,50,35,55,GRASS,FLYING,11,2,255,74,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_FAIRY,EGG_PLANT,6,7,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|REST|ATTRACT|FLASH,60,261e3d8486184000,pokecrystal/data/pokemon/base_stats/hoppip.asm
188,skiploom,SKIPLOOM,2,55,45,50,80,45,65,GRASS,FLYING,11,2,120,136,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_FAIRY,EGG_PLANT,6,7,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|REST|ATTRACT|FLASH,60,261e3d8486184000,pokecrystal/data/pokemon/base_stats/skiploom.asm
189,jumpluff,JUMPLUFF,2,75,55,70,110,55,85,GRASS,FLYING,11,2,45,176,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_FAIRY,EGG_PLANT,6,7,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|REST|ATTRACT|FLASH,60,265e3d8486184000,pokecrystal/data/pokemon/base_stats/jumpluff.asm
190,aipom,AIPOM,2,55,70,55,85,40,55,NORMAL,NORMAL,0,0,45,94,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FURY_CUTTER|NIGHTMARE|CUT|STRENGTH|THUNDERBOLT,60,e71659e5c7bf2704,pokecrystal/data/pokemon/base_stats/aipom.asm
191,sunkern,SUNKERN,2,30,30,30,30,30,30,GRASS,GRASS,11,11,235,52,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_PLANT,EGG_PLANT,7,7,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|REST|ATTRACT|CUT|FLASH,60,241e3d840e184400,pokecrystal/data/pokemon/base_stats/sunkern.asm
192,sunflora,SUNFLORA,2,75,75,55,30,105,85,GRASS,GRASS,11,11,120,146,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_PLANT,EGG_PLANT,7,7,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|REST|ATTRACT|CUT|FLASH,60,245e3d840e184400,pokecrystal/data/pokemon/base_stats/sunflora.asm
193,yanma,YANMA,2,65,65,45,95,75,45,BUG,FLYING,6,2,75,147,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|FLASH,60,26163d84463c4000,pokecrystal/data/pokemon/base_stats/yanma.asm
194,wooper,WOOPER,2,55,45,45,15,25,25,WATER,GROUND,10,4,255,52,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_GROUND,2,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|SURF|FLASH|WHIRLPOOL|ICE_BEAM,60,af125bce9f18d008,pokecrystal/data/pokemon/base_stats/wooper.asm
195,quagsire,QUAGSIRE,2,95,85,85,35,65,65,WATER,GROUND,10,4,90,137,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_GROUND,2,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|SURF|STRENGTH|FLASH|WHIRLPOOL|ICE_BEAM,60,af525bce9f18f008,pokecrystal/data/pokemon/base_stats/quagsire.asm
196,espeon,ESPEON,2,65,65,60,110,130,95,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,45,197,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|NIGHTMARE|CUT|FLASH,60,66575bf4461e4600,pokecrystal/data/pokemon/base_stats/espeon.asm
197,umbreon,UMBREON,2,95,65,110,65,60,130,DARK,DARK,16,16,45,197,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|NIGHTMARE|CUT|FLASH,60,66575bf4461e4600,pokecrystal/data/pokemon/base_stats/umbreon.asm
198,murkrow,MURKROW,2,60,85,42,91,85,42,DARK,FLYING,16,2,30,107,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|STEEL_WING|NIGHTMARE|FLY,60,249719e4467e0a00,pokecrystal/data/pokemon/base_stats/murkrow.asm
199,slowking,SLOWKING,2,95,75,80,30,100,110,WATER,PSYCHIC_TYPE,10,13,70,164,NO_ITEM,KINGS_ROCK,0,82,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_WATER_1,1,2,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|EARTHQUAKE|RETURN|DIG|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DREAM_EATER|REST|ATTRACT|FURY_CUTTER|NIGHTMARE|SURF|STRENGTH|FLASH|WHIRLPOOL|FLAMETHROWER|ICE_BEAM,60,e7f75bfe671af30a,pokecrystal/data/pokemon/base_stats/slowking.asm
200,misdreavus,MISDREAVUS,2,60,60,60,85,85,85,GHOST,GHOST,7,7,45,147,NO_ITEM,SPELL_TAG,0,113,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|FLASH|THUNDERBOLT,60,66171bb5c63a4204,pokecrystal/data/pokemon/base_stats/misdreavus.asm
201,unown,UNOWN,2,48,72,48,48,72,48,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,225,61,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,40,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,,60,0000000000000000,pokecrystal/data/pokemon/base_stats/unown.asm
202,wobbuffet,WOBBUFFET,2,190,33,58,33,33,58,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,45,177,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,,60,0000000000000000,pokecrystal/data/pokemon/base_stats/wobbuffet.asm
203,girafarig,GIRAFARIG,2,70,80,65,85,90,65,NORMAL,PSYCHIC_TYPE,0,13,60,149,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|STRENGTH|THUNDERBOLT,60,e61759f7463a2204,pokecrystal/data/pokemon/base_stats/girafarig.asm
204,pineco,PINECO,2,50,65,90,15,35,35,BUG,BUG,6,6,190,60,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|REST|ATTRACT|STRENGTH,60,ae1e3d8486182000,pokecrystal/data/pokemon/base_stats/pineco.asm
205,forretress,FORRETRESS,2,75,90,140,40,60,60,BUG,STEEL,6,8,75,118,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH,60,ae5e3d8496182000,pokecrystal/data/pokemon/base_stats/forretress.asm
206,dunsparce,DUNSPARCE,2,100,70,70,45,65,65,NORMAL,NORMAL,0,0,190,75,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|THUNDER|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|STRENGTH|FLAMETHROWER|THUNDERBOLT,60,ee177bcd863a2206,pokecrystal/data/pokemon/base_stats/dunsparce.asm
207,gligar,GLIGAR,2,65,75,105,85,35,65,GROUND,FLYING,4,2,60,108,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SANDSTORM|SWIFT|DETECT|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|STRENGTH,60,a61659845e3c2500,pokecrystal/data/pokemon/base_stats/gligar.asm
208,steelix,STEELIX,2,75,85,200,30,55,65,STEEL,GROUND,8,4,25,196,NO_ITEM,METAL_COAT,0,143,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|CUT|STRENGTH,60,be56d9ce96182400,pokecrystal/data/pokemon/base_stats/steelix.asm
209,snubbull,SNUBBULL,2,60,80,50,30,40,40,NORMAL,NORMAL,0,0,190,63,NO_ITEM,NO_ITEM,0,0,GENDER_F75,191,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_GROUND,EGG_FAIRY,5,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|DEFENSE_CURL|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|THUNDERBOLT,60,f7161be58fbd2004,pokecrystal/data/pokemon/base_stats/snubbull.asm
210,granbull,GRANBULL,2,90,120,75,45,60,60,NORMAL,NORMAL,0,0,75,178,NO_ITEM,NO_ITEM,0,0,GENDER_F75,191,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_GROUND,EGG_FAIRY,5,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|DEFENSE_CURL|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|THUNDERBOLT,60,f7561be58fbd2004,pokecrystal/data/pokemon/base_stats/granbull.asm
211,qwilfish,QWILFISH,2,65,95,75,85,55,55,WATER,POISON,10,3,45,100,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_2,EGG_WATER_2,12,12,HEADBUTT|CURSE|ROLLOUT|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SWIFT|DEFENSE_CURL|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,2eb21b84ce189009,pokecrystal/data/pokemon/base_stats/qwilfish.asm
212,scizor,SCIZOR,2,70,130,100,65,55,80,BUG,STEEL,6,8,25,200,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|ATTRACT|THIEF|STEEL_WING|FURY_CUTTER|CUT|STRENGTH,60,a6561984567c2500,pokecrystal/data/pokemon/base_stats/scizor.asm
213,shuckle,SHUCKLE,2,20,10,230,5,10,230,BUG,ROCK,6,5,190,80,BERRY,BERRY,173,173,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH|FLASH,60,ae1619ce9e186000,pokecrystal/data/pokemon/base_stats/shuckle.asm
214,heracross,HERACROSS,2,80,125,75,85,40,95,BUG,FIGHTING,6,1,45,200,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DETECT|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|STRENGTH,60,a6161986063c2500,pokecrystal/data/pokemon/base_stats/heracross.asm
215,sneasel,SNEASEL,2,55,95,55,115,35,75,DARK,ICE,16,14,60,132,NO_ITEM,QUICK_CLAW,0,73,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|FURY_CUTTER|NIGHTMARE|CUT|SURF|STRENGTH|ICE_BEAM,60,a7b35becc73e3708,pokecrystal/data/pokemon/base_stats/sneasel.asm
